-0.36069, -0.344859, 1.12214
-0.355006, -0.349108, 1.12214
-0.349321, -0.353357, 1.12214
-0.343637, -0.357605, 1.12214
-0.337953, -0.361854, 1.12214
-0.332268, -0.366103, 1.12214
-0.326584, -0.370352, 1.12214
-0.320899, -0.3746, 1.12214
-0.315215, -0.378849, 1.12214
-0.30953, -0.383098, 1.12214
-0.303846, -0.387346, 1.12214
-0.298161, -0.391595, 1.12214
-0.292477, -0.395844, 1.12214
-0.286792, -0.400093, 1.12214
-0.281108, -0.404341, 1.12214
-0.275423, -0.40859, 1.12214
-0.269739, -0.412839, 1.12214
-0.264054, -0.417087, 1.12214
-0.25837, -0.421336, 1.12214
-0.252685, -0.425585, 1.12214
-0.247001, -0.429834, 1.12214
-0.241316, -0.434082, 1.12214
-0.235632, -0.438331, 1.12214
-0.229947, -0.44258, 1.12214
-0.224263, -0.446828, 1.12214
-0.218578, -0.451077, 1.12214
-0.212894, -0.455326, 1.12214
-0.207209, -0.459575, 1.12214
-0.201525, -0.463823, 1.12214
-0.19584, -0.468072, 1.12214
-0.190156, -0.472321, 1.12214
-0.184472, -0.476569, 1.12214
-0.178787, -0.480818, 1.12214
-0.173103, -0.485067, 1.12214
-0.167418, -0.489315, 1.12214
-0.161734, -0.493564, 1.12214
-0.156049, -0.497813, 1.12214
-0.150365, -0.502062, 1.12214
-0.14468, -0.50631, 1.12214
-0.138996, -0.510559, 1.12214
-0.133311, -0.514808, 1.12214
-0.127627, -0.519056, 1.12214
-0.121942, -0.523305, 1.12214
-0.116258, -0.527554, 1.12214
-0.110573, -0.531803, 1.12214
-0.104889, -0.536051, 1.12214
-0.0992043, -0.5403, 1.12214
-0.0935198, -0.544549, 1.12214
-0.0878353, -0.548797, 1.12214
-0.0821508, -0.553046, 1.12214
-0.0764664, -0.557295, 1.12214
-0.0707819, -0.561544, 1.12214
-0.0650974, -0.565792, 1.12214
-0.0594129, -0.570041, 1.12214
-0.0537284, -0.57429, 1.12214
-0.048044, -0.578538, 1.12214
-0.0423595, -0.582787, 1.12214
-0.036675, -0.587036, 1.12214
-0.0309905, -0.591284, 1.12214
-0.025306, -0.595533, 1.12214
-0.0196216, -0.599782, 1.12214
-0.0139371, -0.604031, 1.12214
-0.0082526, -0.608279, 1.12214
-0.00256807, -0.612528, 1.12214
0.00311639, -0.616777, 1.12214
0.00880085, -0.621026, 1.12214
0.0144853, -0.625274, 1.12214
0.0201698, -0.629523, 1.12214
0.0258543, -0.633772, 1.12214
0.0315388, -0.63802, 1.12214
0.0372233, -0.642269, 1.12214
0.0429078, -0.646518, 1.12214
0.0485922, -0.650766, 1.12214
0.0542767, -0.655015, 1.12214
0.0599612, -0.659264, 1.12214
0.0656457, -0.663513, 1.12214
0.0713301, -0.667761, 1.12214
0.0770147, -0.67201, 1.12214
0.0826991, -0.676259, 1.12214
0.0883836, -0.680507, 1.12214
0.0940681, -0.684756, 1.12214
0.0997526, -0.689005, 1.12214
0.105437, -0.693254, 1.12214
0.111122, -0.697502, 1.12214
0.116806, -0.701751, 1.12214
0.122491, -0.706, 1.12214
0.128175, -0.710248, 1.12214
0.13386, -0.714497, 1.12214
0.139544, -0.718746, 1.12214
0.145228, -0.722995, 1.12214
0.150913, -0.727243, 1.12214
0.156597, -0.731492, 1.12214
0.162282, -0.735741, 1.12214
0.167966, -0.739989, 1.12214
0.173651, -0.744238, 1.12214
0.179335, -0.748487, 1.12214
0.18502, -0.752736, 1.12214
0.190704, -0.756984, 1.12214
0.196389, -0.761233, 1.12214
0.202073, -0.765482, 1.12214
0.207758, -0.76973, 1.12214
0.213442, -0.773979, 1.12214
0.219127, -0.778228, 1.12214
0.224811, -0.782476, 1.12214
0.230496, -0.786725, 1.12214
0.23618, -0.790974, 1.12214
0.241865, -0.795223, 1.12214
0.247549, -0.799471, 1.12214
0.253234, -0.80372, 1.12214
0.258918, -0.807969, 1.12214
0.264603, -0.812217, 1.12214
0.270287, -0.816466, 1.12214
0.275971, -0.820715, 1.12214
0.281656, -0.824964, 1.12214
0.28734, -0.829212, 1.12214
0.293025, -0.833461, 1.12214
0.298709, -0.83771, 1.12214
0.304394, -0.841958, 1.12214
0.310078, -0.846207, 1.12214
0.315763, -0.850456, 1.12214
0.321447, -0.854705, 1.12214
0.327132, -0.858953, 1.12214
0.332816, -0.863202, 1.12214
0.338501, -0.867451, 1.12214
0.344185, -0.871699, 1.12214
0.34987, -0.875948, 1.12214
0.355554, -0.880197, 1.12214
0.361239, -0.884446, 1.12214
0.366923, -0.888694, 1.12214
0.372608, -0.892943, 1.12214
0.378292, -0.897192, 1.12214
0.383977, -0.90144, 1.12214
0.389661, -0.905689, 1.12214
0.395346, -0.909938, 1.12214
0.40103, -0.914187, 1.12214
0.406715, -0.918435, 1.12214
0.412399, -0.922684, 1.12214
0.418084, -0.926933, 1.12214
0.423768, -0.931181, 1.12214
0.429453, -0.93543, 1.12214
0.435137, -0.939679, 1.12214
0.440821, -0.943927, 1.12214
0.446506, -0.948176, 1.12214
0.45219, -0.952425, 1.12214
0.457875, -0.956674, 1.12214
0.463559, -0.960922, 1.12214
0.469244, -0.965171, 1.12214
0.474928, -0.96942, 1.12214
0.480613, -0.973669, 1.12214
0.486297, -0.977917, 1.12214
0.491982, -0.982166, 1.12214
0.497666, -0.986415, 1.12214
0.503351, -0.990663, 1.12214
0.509035, -0.994912, 1.12214
0.51472, -0.999161, 1.12214
0.520404, -1.00341, 1.12214
0.526089, -1.00766, 1.12214
0.531773, -1.01191, 1.12214
0.537458, -1.01616, 1.12214
0.543142, -1.0204, 1.12214
0.548827, -1.02465, 1.12214
0.554511, -1.0289, 1.12214
0.560196, -1.03315, 1.12214
0.56588, -1.0374, 1.12214
0.571565, -1.04165, 1.12214
0.577249, -1.0459, 1.12214
0.582934, -1.05015, 1.12214
0.588618, -1.05439, 1.12214
0.594302, -1.05864, 1.12214
0.599987, -1.06289, 1.12214
0.605671, -1.06714, 1.12214
0.611356, -1.07139, 1.12214
0.61704, -1.07564, 1.12214
0.622725, -1.07989, 1.12214
0.628409, -1.08413, 1.12214
0.634094, -1.08838, 1.12214
0.639778, -1.09263, 1.12214
0.645463, -1.09688, 1.12214
0.651147, -1.10113, 1.12214
0.656832, -1.10538, 1.12214
0.662516, -1.10963, 1.12214
0.668201, -1.11388, 1.12214
0.673885, -1.11812, 1.12214
0.67957, -1.12237, 1.12214
0.685254, -1.12662, 1.12214
0.690939, -1.13087, 1.12214
0.696623, -1.13512, 1.12214
0.702308, -1.13937, 1.12214
0.707992, -1.14362, 1.12214
0.713677, -1.14787, 1.12214
0.719361, -1.15211, 1.12214
0.725046, -1.15636, 1.12214
0.73073, -1.16061, 1.12214
0.736415, -1.16486, 1.12214
0.742099, -1.16911, 1.12214
0.747784, -1.17336, 1.12214
0.753468, -1.17761, 1.12214
0.759152, -1.18186, 1.12214
0.764837, -1.1861, 1.12214
0.770521, -1.19035, 1.12214
-0.372352, -0.339028, 1.12214
-0.373724, -0.338548, 1.12214
-0.375091, -0.338052, 1.12214
-0.376457, -0.337555, 1.12214
-0.377823, -0.337058, 1.12214
-0.379182, -0.336541, 1.12214
-0.38054, -0.336024, 1.12214
-0.381899, -0.335506, 1.12214
-0.383258, -0.334989, 1.12214
-0.384612, -0.334462, 1.12214
-0.385961, -0.33392, 1.12214
-0.387311, -0.333379, 1.12214
-0.38866, -0.332838, 1.12214
-0.390009, -0.332296, 1.12214
-0.391358, -0.331755, 1.12214
-0.392701, -0.3312, 1.12214
-0.394039, -0.33063, 1.12214
-0.395376, -0.33006, 1.12214
-0.396714, -0.329491, 1.12214
-0.398051, -0.328922, 1.12214
-0.399389, -0.328352, 1.12214
-0.400726, -0.327783, 1.12214
-0.402056, -0.327195, 1.12214
-0.403379, -0.326592, 1.12214
-0.404702, -0.325989, 1.12214
-0.406024, -0.325387, 1.12214
-0.407347, -0.324784, 1.12214
-0.40867, -0.324181, 1.12214
-0.409993, -0.323578, 1.12214
-0.411316, -0.322975, 1.12214
-0.412624, -0.322342, 1.12214
-0.413928, -0.321698, 1.12214
-0.415231, -0.321055, 1.12214
-0.416535, -0.320412, 1.12214
-0.417839, -0.319769, 1.12214
-0.419142, -0.319126, 1.12214
-0.420446, -0.318482, 1.12214
-0.42175, -0.317839, 1.12214
-0.423042, -0.317174, 1.12214
-0.42432, -0.316482, 1.12214
-0.425599, -0.315789, 1.12214
-0.426877, -0.315097, 1.12214
-0.428155, -0.314405, 1.12214
-0.429434, -0.313713, 1.12214
-0.430712, -0.31302, 1.12214
-0.43199, -0.312328, 1.12214
-0.433269, -0.311636, 1.12214
-0.434516, -0.310889, 1.12214
-0.435759, -0.310136, 1.12214
-0.437003, -0.309383, 1.12214
-0.438246, -0.30863, 1.12214
-0.43949, -0.307877, 1.12214
-0.440733, -0.307124, 1.12214
-0.441977, -0.306371, 1.12214
-0.44322, -0.305618, 1.12214
-0.444447, -0.30484, 1.12214
-0.445641, -0.30401, 1.12214
-0.446835, -0.303181, 1.12214
-0.448029, -0.302351, 1.12214
-0.449222, -0.301522, 1.12214
-0.450416, -0.300692, 1.12214
-0.45161, -0.299863, 1.12214
-0.452804, -0.299033, 1.12214
-0.453997, -0.298203, 1.12214
-0.455119, -0.297279, 1.12214
-0.456242, -0.296355, 1.12214
-0.457364, -0.295432, 1.12214
-0.458487, -0.294508, 1.12214
-0.459609, -0.293584, 1.12214
-0.460732, -0.29266, 1.12214
-0.461855, -0.291737, 1.12214
-0.462969, -0.290804, 1.12214
-0.464001, -0.28978, 1.12214
-0.465032, -0.288756, 1.12214
-0.466064, -0.287732, 1.12214
-0.467096, -0.286708, 1.12214
-0.468128, -0.285684, 1.12214
-0.46916, -0.28466, 1.12214
-0.470191, -0.283635, 1.12214
-0.471163, -0.282557, 1.12214
-0.472086, -0.281434, 1.12214
-0.473008, -0.28031, 1.12214
-0.473931, -0.279187, 1.12214
-0.474853, -0.278063, 1.12214
-0.475776, -0.27694, 1.12214
-0.476698, -0.275816, 1.12214
-0.477584, -0.274665, 1.12214
-0.478379, -0.273448, 1.12214
-0.479174, -0.272232, 1.12214
-0.47997, -0.271015, 1.12214
-0.480765, -0.269798, 1.12214
-0.481561, -0.268581, 1.12214
-0.482356, -0.267364, 1.12214
-0.483118, -0.266128, 1.12214
-0.483772, -0.26483, 1.12214
-0.484425, -0.263531, 1.12214
-0.485079, -0.262233, 1.12214
-0.485733, -0.260934, 1.12214
-0.486386, -0.259636, 1.12214
-0.48704, -0.258337, 1.12214
-0.487652, -0.257021, 1.12214
-0.488154, -0.255657, 1.12214
-0.488657, -0.254293, 1.12214
-0.489159, -0.252928, 1.12214
-0.489661, -0.251564, 1.12214
-0.490164, -0.2502, 1.12214
-0.490666, -0.248836, 1.12214
-0.491122, -0.247457, 1.12214
-0.49147, -0.246046, 1.12214
-0.491818, -0.244635, 1.12214
-0.492167, -0.243223, 1.12214
-0.492515, -0.241812, 1.12214
-0.492864, -0.240401, 1.12214
-0.493212, -0.238989, 1.12214
-0.493526, -0.237571, 1.12214
-0.493724, -0.236131, 1.12214
-0.493923, -0.234691, 1.12214
-0.494121, -0.233251, 1.12214
-0.494319, -0.231811, 1.12214
-0.494518, -0.230371, 1.12214
-0.494716, -0.228931, 1.12214
-0.494915, -0.227491, 1.12214
-0.494979, -0.226039, 1.12214
-0.495037, -0.224586, 1.12214
-0.495095, -0.223134, 1.12214
-0.495152, -0.221681, 1.12214
-0.49521, -0.220228, 1.12214
-0.495267, -0.218776, 1.12214
-0.495325, -0.217323, 1.12214
-0.495334, -0.215871, 1.12214
-0.495263, -0.214419, 1.12214
-0.495193, -0.212967, 1.12214
-0.495123, -0.211515, 1.12214
-0.495052, -0.210063, 1.12214
-0.494982, -0.208611, 1.12214
-0.494912, -0.207159, 1.12214
-0.494842, -0.205707, 1.12214
-0.494721, -0.204259, 1.12214
-0.49454, -0.202817, 1.12214
-0.494359, -0.201374, 1.12214
-0.494178, -0.199932, 1.12214
-0.493998, -0.198489, 1.12214
-0.493817, -0.197047, 1.12214
-0.493636, -0.195605, 1.12214
-0.493455, -0.194162, 1.12214
-0.493262, -0.192722, 1.12214
-0.492996, -0.191292, 1.12214
-0.49273, -0.189863, 1.12214
-0.492465, -0.188434, 1.12214
-0.492199, -0.187005, 1.12214
-0.491933, -0.185576, 1.12214
-0.491667, -0.184146, 1.12214
-0.491401, -0.182717, 1.12214
-0.491135, -0.181288, 1.12214
-0.490829, -0.179867, 1.12214
-0.490499, -0.178452, 1.12214
-0.490168, -0.177036, 1.12214
-0.489837, -0.17562, 1.12214
-0.489507, -0.174205, 1.12214
-0.489176, -0.172789, 1.12214
-0.488845, -0.171374, 1.12214
-0.488514, -0.169958, 1.12214
-0.488178, -0.168544, 1.12214
-0.487796, -0.167141, 1.12214
-0.487414, -0.165739, 1.12214
-0.487033, -0.164336, 1.12214
-0.486651, -0.162933, 1.12214
-0.486269, -0.16153, 1.12214
-0.485887, -0.160128, 1.12214
-0.485506, -0.158725, 1.12214
-0.485124, -0.157322, 1.12214
-0.484706, -0.15593, 1.12214
-0.484284, -0.154539, 1.12214
-0.483861, -0.153148, 1.12214
-0.483438, -0.151757, 1.12214
-0.483016, -0.150366, 1.12214
-0.482593, -0.148975, 1.12214
-0.482171, -0.147584, 1.12214
-0.481742, -0.146195, 1.12214
-0.481286, -0.144815, 1.12214
-0.48083, -0.143435, 1.12214
-0.480374, -0.142054, 1.12214
-0.479918, -0.140674, 1.12214
-0.479462, -0.139294, 1.12214
-0.479006, -0.137913, 1.12214
-0.478542, -0.136536, 1.12214
-0.478058, -0.135165, 1.12214
-0.477575, -0.133794, 1.12214
-0.477091, -0.132423, 1.12214
-0.476607, -0.131052, 1.12214
-0.476124, -0.129681, 1.12214
-0.475629, -0.128314, 1.12214
-0.475122, -0.126952, 1.12214
-0.474615, -0.125589, 1.12214
-0.474108, -0.124227, 1.12214
-0.473601, -0.122864, 1.12214
-0.473076, -0.121509, 1.12214
-0.472549, -0.120154, 1.12214
-0.471479, -0.117451, 1.12214
-0.471479, -0.117451, 1.12214
